Referencia,Fecha Alta,Tipo_Prop,Tipo_Operación,Provincia,Superficie,Construidos,Precio Venta,Fecha Venta,Vendedor,Supervisor,Dueño Propiedad,Rut Dueño,Celular Dueño,email dueño,Comprador o arrendador,Rut Comp/Arrend.
2473,05/06/06,Parking,Alquiler,Barcelona,173,,1251828,04/03/07,Joaquín,,Brenna Lloyd,11642955-1,9-504-601-609,Donec@ligulaelit.co.uk,Maya Logan,6718131-K
2474,06/06/06,Local,Venta,Lleida,126,,1199394,08/12/06,Carmen,Joaquín,Leonard Perez,24180920-K,9-361-108-591,ligula.Nullam@dui.ca,Kevin Velazquez,25676991-3
2475,06/06/06,Piso,Alquiler,Lleida,264,,1344024,22/03/07,María,Luisa,Bevis Buck,19720608-K,9-695-748-832,dictum.placerat@auctorvitaealiquet.net,Megan Whitehead,50610980-9
2476,06/06/06,Local,Alquiler,Tarragona,170,,1397060,30/04/07,Pedro,Joaquín,Hadassah Garza,35332905-7,9-490-560-726,vel.arcu.Curabitur@libero.edu,Hilel Pate,50213353-5
2477,06/06/06,Suelo,Alquiler,Lleida,217,,1363411,18/12/06,Carmen,Joaquín,Venus Suarez,7227451-2,9-349-557-329,vitae.odio@lorem.org,Carl Benton,25177886-8
2478,06/06/06,Suelo,Venta,Girona,294,,2353176,26/10/06,Pedro,Joaquín,Christopher Rice,27820474-K,9-722-653-794,Pellentesque@feugiatLoremipsum.net,Amy Gomez,19730493-6
2479,06/06/06,Parking,Venta,Tarragona,73,,395879,08/02/07,Jesús,Luisa,Hunter Joyner,25076133-3,9-372-136-441,rhoncus@pharetraQuisqueac.org,Hannah Blackburn,36439304-0
2480,06/06/06,Parking,Alquiler,Tarragona,81,,405324,,,,Hector Rivers,36941680-4,9-978-881-986,egestas.hendrerit.neque@Cras.org,,
2481,06/06/06,Oficina,Venta,Lleida,209,,1637515,12/04/07,Jesús,Luisa,Robert Morin,45522755-0,9-416-711-850,nunc@lectusasollicitudin.edu,Janna Weber,43724061-2
2482,06/06/06,Industrial,Venta,Barcelona,215,,984915,07/12/06,María,Luisa,Fulton Leonard,41860207-4,9-625-244-530,dolor@felispurus.net,Rowan Parker,50553309-7
2483,07/06/06,Industrial,Alquiler,Girona,169,,1447316,,,,Hector Rivers,36941680-4,9-978-881-986,egestas.hendrerit.neque@Cras.org,,
2484,07/06/06,Local,Alquiler,Lleida,201,,1342278,03/12/06,Luisa,,Shaine Burt,27369459-5,9-788-464-608,congue@maurisSuspendissealiquet.com,Nomlanga Lancaster,30115485-2
2485,07/06/06,Industrial,Alquiler,Tarragona,270,,2632500,18/04/07,Carmen,Joaquín,Kai Cervantes,41886581-4,9-547-670-394,quis.diam@aliquet.ca,Victoria Bradford,31599754-2
2486,08/06/06,Casa,Venta,Girona,115,505,1147585,13/11/06,Joaquín,,Calvin Neal,44924097-9,9-177-756-581,dapibus.id@parturientmontes.org,Yasir Roth,7047436-0
2487,08/06/06,Suelo,Alquiler,Girona,71,,378359,11/01/07,Pedro,Joaquín,Colt Pope,6426126-6,9-488-587-549,lacus@Donecsollicitudinadipiscing.com,Yasir Berry,44722089-K
2488,08/06/06,Suelo,Alquiler,Tarragona,255,,2380170,30/09/06,Pedro,Joaquín,Claudia Fowler,34108592-6,9-526-911-013,id.erat.Etiam@etrisusQuisque.org,Fatima Juarez,34909331-6
2489,09/06/06,Suelo,Alquiler,Lleida,267,,2211294,06/05/07,Joaquín,,Camille Spence,26511222-6,9-597-935-797,turpis@turpisegestas.net,Joel Lowe,42209185-8
2490,10/06/06,Industrial,Alquiler,Tarragona,298,,2693026,,,,Lewis Cummings,35816122-7,9-850-200-729,dictum@sociis.com,,
2491,10/06/06,Local,Venta,Girona,160,,1368480,07/01/07,Joaquín,,Abdul Caldwell,7243530-3,9-216-417-224,quam.dignissim.pharetra@a.org,Eric Richard,22831335-1
2492,10/06/06,Local,Venta,Girona,90,,872280,17/04/07,Joaquín,,Judah Fitzgerald,22454097-3,9-966-621-635,posuere.at.velit@sollicitudina.ca,Christine Acevedo,31917331-5
2493,10/06/06,Industrial,Alquiler,Tarragona,119,,1149897,27/10/06,Luisa,,Peter Waters,49617528-K,9-871-707-396,imperdiet.erat@tempor.ca,Bert Chambers,25739014-4
2494,11/06/06,Casa,Venta,Girona,77,444,745822,21/12/06,Jesús,Luisa,Noble Blackburn,9260053-K,9-771-955-585,volutpat@porttitortellus.co.uk,Justine Duncan,18526127-1
2495,11/06/06,Piso,Venta,Girona,98,,918652,,,,Wylie Montoya,43162035-9,9-255-407-965,ante@mollisDuis.edu,,
2496,11/06/06,Piso,Venta,Barcelona,149,,701492,02/11/06,Carmen,Joaquín,Lester Macias,19566615-6,9-372-389-593,nec.leo.Morbi@atiaculisquis.ca,Ciara Mckinney,42894201-9
2497,11/06/06,Local,Alquiler,Tarragona,133,,936187,10/02/07,Pedro,Joaquín,Stacy Reed,44687000-9,9-549-267-961,ac.urna.Ut@ornareFuscemollis.edu,Bradley Osborn,21023666-K
2498,11/06/06,Piso,Alquiler,Barcelona,126,,1102500,13/10/06,Pedro,Joaquín,Marsden Clarke,42367224-2,9-751-642-839,lorem@Loremipsumdolor.net,Indira Michael,40548157-K
2499,11/06/06,Local,Alquiler,Lleida,275,,1443750,,,,Hedy Keith,26045001-8,9-894-331-901,mauris.aliquam.eu@egestasFuscealiquet.org,,
2500,11/06/06,Oficina,Venta,Barcelona,165,,1204005,23/01/07,María,Luisa,Alika Ortiz,45692159-0,9-779-734-351,velit.eu@ullamcorperviverra.edu,Quentin Dominguez,26620674-7
2501,11/06/06,Casa,Alquiler,Girona,231,934,2069529,24/12/06,Jesús,Luisa,Cole Hammond,5673804-5,9-504-789-946,dolor.egestas.rhoncus@ligulaNullam.com,Yetta Zamora,47641169-6
2502,13/06/06,Suelo,Venta,Tarragona,89,,422750,,,,Maris Green,36228695-6,9-215-683-043,ac@Nunccommodo.ca,,
2503,13/06/06,Parking,Venta,Girona,282,,2717634,30/11/06,Pedro,Joaquín,Amy Maldonado,33418304-1,9-920-988-400,ullamcorper.velit@loremeumetus.com,Kylan Matthews,5504545-3
2504,13/06/06,Local,Venta,Barcelona,245,,2090340,,,,Nigel Luna,18775880-7,9-771-404-722,tincidunt.nunc@Aliquam.co.uk,,
2505,14/06/06,Oficina,Venta,Lleida,239,,2235367,09/10/06,María,Luisa,Ava Rosales,8933241-9,9-267-375-261,id@laciniaorciconsectetuer.co.uk,Cyrus Small,35041915-2
2506,15/06/06,Local,Alquiler,Girona,161,,1027180,17/10/06,María,Luisa,Harlan Shannon,38628397-4,9-990-831-476,porta.elit@dignissimmagna.ca,Leila Williams,43906906-6
2507,15/06/06,Oficina,Venta,Lleida,219,,958563,,,,Kato Collins,50581432-0,9-667-881-849,neque.Nullam@Sednecmetus.ca,,
2508,15/06/06,Suelo,Venta,Girona,204,,1267452,,,,Omar Hubbard,39310162-8,9-364-745-943,Nunc.ullamcorper@sedconsequatauctor.net,,
2509,16/06/06,Industrial,Alquiler,Tarragona,164,,1166860,07/05/07,Joaquín,,Jennifer Mcneil,12150829-K,9-739-694-314,Vestibulum.ut.eros@sodalespurusin.org,Zorita Mcmahon,34248078-0
2510,16/06/06,Suelo,Venta,Barcelona,146,,954986,23/04/07,María,Luisa,Kylie Snyder,42892787-7,9-358-478-833,et.magnis@facilisis.co.uk,Gillian Burton,34035812-0
2511,16/06/06,Parking,Alquiler,Lleida,83,,797215,11/10/06,Pedro,Joaquín,Alyssa Dickerson,15402267-8,9-494-414-643,dui.nec@ridiculus.edu,Colin Ingram,34126163-5
2512,16/06/06,Piso,Venta,Tarragona,280,,2384480,01/01/07,Pedro,Joaquín,Orla Holder,7785936-5,9-253-468-276,id.sapien@scelerisque.edu,Octavius Daugherty,21924769-9
2513,17/06/06,Casa,Venta,Barcelona,180,777,887940,12/10/06,Jesús,Luisa,Cally Walton,6313131-8,9-907-356-040,tincidunt.Donec.vitae@mollisPhasellus.edu,Megan Marks,6484408-3
2514,17/06/06,Industrial,Venta,Lleida,134,,1083256,05/01/07,Jesús,Luisa,Wendy Griffith,48762795-K,9-618-363-908,velit.justo.nec@utsem.org,Donovan Warren,13411291-3
2515,17/06/06,Local,Alquiler,Lleida,245,,2030805,11/12/06,María,Luisa,Harrison Brennan,12598772-9,9-609-945-418,euismod@neceuismod.net,Kim Henson,20782124-1
2516,18/06/06,Suelo,Alquiler,Tarragona,45,,181170,05/02/07,Jesús,Luisa,Whilemina Long,44146085-6,9-560-852-104,diam.dictum@imperdiet.co.uk,Genevieve Stone,27155839-2
2517,18/06/06,Local,Alquiler,Girona,297,,2162160,28/12/06,Jesús,Luisa,Zelenia Hurst,25098053-1,9-232-687-370,Donec@ac.ca,Amir Flowers,5071335-0
2518,18/06/06,Casa,Venta,Tarragona,248,728,1826024,,,,Galena Rios,23340689-9,9-888-182-135,suscipit.est.ac@metusIn.edu,,
2519,20/06/06,Oficina,Alquiler,Lleida,63,,413910,29/04/07,María,Luisa,Bert Delgado,20741434-4,9-667-774-790,augue@dui.net,Hasad Decker,27521124-9
2520,21/06/06,Oficina,Venta,Girona,277,,2250348,21/04/07,Jesús,Luisa,Lawrence Bishop,29937703-2,9-995-421-509,Proin.mi@tempus.net,Inga Petty,26781139-3
2521,21/06/06,Oficina,Venta,Lleida,212,,1736068,24/12/06,Joaquín,,Ira Mayer,9393693-0,9-382-651-383,dictum.Phasellus.in@velitinaliquet.co.uk,Jaquelyn Mccarty,16564552-9
2522,21/06/06,Local,Alquiler,Girona,97,,620218,02/02/07,Jesús,Luisa,Whilemina Acosta,31952991-8,9-942-696-539,montes.nascetur.ridiculus@Utsemperpretium.net,Benjamin Higgins,36413091-0
2523,21/06/06,Casa,Alquiler,Barcelona,241,762,1327669,10/03/07,Jesús,Luisa,Zephania Hewitt,34530911-K,9-531-712-862,In@maurisrhoncus.net,Linda Cobb,17990752-6
2524,22/06/06,Industrial,Venta,Tarragona,91,,885339,28/09/06,Pedro,Joaquín,Bianca Olsen,8322150-K,9-193-364-180,sit.amet.ornare@sitamet.edu,Glenna Todd,28798878-8
2525,22/06/06,Casa,Alquiler,Tarragona,246,261,2198502,10/11/06,Carmen,Joaquín,Maris Vinson,31405173-4,9-300-981-876,Suspendisse.sagittis.Nullam@ipsum.com,Candice Gilmore,45716582-K
2526,23/06/06,Oficina,Alquiler,Tarragona,178,,1010862,08/11/06,Carmen,Joaquín,Britanney Schroeder,31922127-1,9-514-232-108,leo.elementum@ridiculusmus.edu,Nissim Moon,32998163-0
2527,23/06/06,Suelo,Venta,Lleida,298,,2458798,10/12/06,Jesús,Luisa,Colin Good,41199404-K,9-767-780-522,Integer.vulputate.risus@Fusce.ca,Risa Coleman,49658803-7
2528,24/06/06,Suelo,Alquiler,Barcelona,177,,718266,20/03/07,Joaquín,,Linda Wright,5008662-3,9-133-617-757,risus@arcueu.org,Laura Monroe,37496008-3
2529,24/06/06,Suelo,Alquiler,Barcelona,281,,1521615,19/04/07,Carmen,Joaquín,Sonya Richard,36530039-9,9-979-562-911,est.mollis.non@imperdiet.org,Kenneth Bishop,7640803-3
2530,24/06/06,Parking,Alquiler,Barcelona,113,,797215,03/12/06,María,Luisa,Hayden Mccoy,26840815-0,9-496-679-853,feugiat.metus@et.edu,Uma Swanson,21086756-2
2531,25/06/06,Casa,Alquiler,Tarragona,213,500,1253505,18/02/07,María,Luisa,Chloe Burch,27444287-5,9-189-165-079,sem.molestie.sodales@laciniaSed.edu,Ifeoma Mcgee,41380643-7
2532,25/06/06,Piso,Venta,Tarragona,66,,373032,,,,Judith Gregory,8323466-0,9-323-711-149,Pellentesque.habitant.morbi@lorem.ca,,
2533,25/06/06,Parking,Alquiler,Lleida,155,,912330,28/11/06,Pedro,Joaquín,Suki Nunez,47341222-5,9-722-923-851,lacus.Ut@aliquet.net,Shafira Deleon,38846748-7
2534,25/06/06,Oficina,Venta,Girona,246,,1087812,24/10/06,Jesús,Luisa,Oprah Rocha,42942482-8,9-259-833-231,elit.erat@aliquetPhasellus.org,Fulton Stout,17656842-9
2535,26/06/06,Piso,Venta,Lleida,99,,819621,11/10/06,Pedro,Joaquín,Zephr Solomon,46013938-4,9-949-957-759,dictum.eleifend@cursusaenim.com,Evangeline Hart,18255170-8
2536,27/06/06,Piso,Venta,Girona,214,,1988702,,,,Orson Cummings,19395086-8,9-469-276-538,ullamcorper.velit@quis.org,,
2537,28/06/06,Piso,Alquiler,Girona,71,,320281,07/03/07,Jesús,Luisa,Stone Russo,21622498-1,9-411-998-459,ligula@nonluctus.ca,Xanthus Monroe,8300800-8
2538,28/06/06,Casa,Venta,Lleida,214,816,1504420,14/12/06,Joaquín,,Shelly Cross,33886732-8,9-844-788-617,ligula.Aenean@nequevenenatislacus.net,Orla Mcbride,19301015-6
2539,30/06/06,Piso,Alquiler,Girona,68,,396780,10/02/07,Carmen,Joaquín,Simon Jacobs,21470109-K,9-879-576-213,eu@penatibuset.edu,Stella Cash,21784659-5
2540,30/06/06,Suelo,Alquiler,Girona,126,,536634,,,,Sophia Morales,28050956-6,9-364-521-421,Phasellus.nulla@Donec.com,,
2541,30/06/06,Suelo,Venta,Lleida,209,,1844425,10/04/07,Pedro,Joaquín,Sarah Richards,41045936-1,9-917-672-144,elit.fermentum.risus@placerat.com,Aline Bradford,44510804-9
2542,30/06/06,Oficina,Venta,Girona,291,,2849763,28/04/07,Joaquín,,Walker Huff,10233861-8,9-779-644-945,sem.eget.massa@dictum.edu,Bernard Leonard,27667768-3
2543,30/06/06,Industrial,Venta,Girona,46,,373106,,,,Brody Schultz,33840658-4,9-457-933-296,ac.nulla.In@sem.org,,
2544,01/07/06,Industrial,Alquiler,Barcelona,160,,774400,07/02/07,Joaquín,,Keefe Lyons,30746406-3,9-683-550-720,risus@nuncest.ca,Chancellor Mcgee,48983260-7
2545,01/07/06,Industrial,Venta,Girona,212,,1691124,19/10/06,María,Luisa,Allegra Dodson,40633800-2,9-844-469-371,Cum.sociis.natoque@est.com,Neville Dudley,26100056-3
2546,01/07/06,Parking,Alquiler,Girona,89,,594698,25/03/07,Jesús,Luisa,Quynn Henry,22529171-3,9-580-450-530,ligula.Donec@Quisqueaclibero.net,Illana Branch,39232409-7
2547,01/07/06,Parking,Alquiler,Lleida,234,,1182636,04/12/06,Carmen,Joaquín,Kaseem Levy,43089665-2,9-585-291-867,ad.litora@consectetuermauris.ca,Mannix Gilliam,11750158-2
2548,02/07/06,Industrial,Venta,Girona,195,,1576380,24/04/07,Luisa,,Adara Ferguson,10252632-5,9-162-155-116,tellus.id.nunc@facilisislorem.net,Leila Henry,22363046-4
2549,02/07/06,Parking,Alquiler,Tarragona,147,,1362984,12/02/07,Carmen,Joaquín,Belle Whitfield,23841000-2,9-385-703-787,nisi.nibh@malesuada.org,Kato Mejia,22295846-6
2550,02/07/06,Parking,Alquiler,Barcelona,163,,1298947,23/12/06,María,Luisa,Russell Diaz,38801998-0,9-384-898-465,et.magnis.dis@In.org,Macaulay Vang,23321539-2
2551,02/07/06,Suelo,Alquiler,Tarragona,187,,1059916,03/10/06,Carmen,Joaquín,Callie Salas,33049957-5,9-413-157-558,leo@sed.ca,Oleg Hodge,16432398-6
2552,03/07/06,Industrial,Alquiler,Lleida,103,,517472,,,,Odysseus House,12580303-2,9-121-707-131,pellentesque@quam.org,,
2553,04/07/06,Industrial,Alquiler,Girona,74,,304288,07/05/07,Luisa,,Kevin Hardy,30065618-8,9-669-594-593,gravida.non@magnisdis.net,Michael Cunningham,10659294-2
2554,04/07/06,Industrial,Alquiler,Barcelona,275,,2415325,17/12/06,Carmen,Joaquín,Wayne Benson,48489312-8,9-867-172-214,nisi.Aenean@pellentesquemassa.edu,Wade Terry,31923657-0
2555,04/07/06,Casa,Venta,Barcelona,267,775,2091144,24/12/06,Luisa,,Azalia Sharpe,11473028-9,9-409-818-017,fringilla.est.Mauris@egetmollis.org,Rebecca Marks,19569864-3
2556,04/07/06,Oficina,Venta,Barcelona,250,,1298500,24/11/06,Joaquín,,Victor Adkins,26562312-3,9-238-753-719,luctus.et.ultrices@sedduiFusce.edu,Bo Bentley,32812612-5
2557,05/07/06,Parking,Alquiler,Barcelona,283,,1470185,18/12/06,Jesús,Luisa,Sasha Carver,11507005-3,9-794-801-038,Nunc.pulvinar@eget.ca,Amy Combs,17585023-6
2558,06/07/06,Industrial,Alquiler,Barcelona,212,,1758964,24/03/07,Luisa,,Arthur Wilkinson,8085049-2,9-449-376-468,Class.aptent.taciti@diamlorem.org,Damon Garza,25056367-1
2559,06/07/06,Local,Alquiler,Girona,76,,546440,10/04/07,Luisa,,Rana Hanson,42954697-4,9-136-629-572,mi.fringilla.mi@antelectus.org,Jameson Armstrong,22252688-4
2560,07/07/06,Piso,Venta,Girona,136,,580856,,,,Hillary Baldwin,39213870-6,9-178-813-673,Praesent@turpisNullaaliquet.co.uk,,
2561,07/07/06,Piso,Alquiler,Girona,58,,350610,09/03/07,María,Luisa,Kelsie Maldonado,21106148-0,9-116-782-302,lacus.Aliquam@Suspendissesagittis.org,Ina Duffy,31323652-8
2562,07/07/06,Industrial,Venta,Girona,144,,598320,,,,Ainsley Burton,12517772-7,9-142-307-034,est@nuncac.org,,
2563,08/07/06,Piso,Alquiler,Barcelona,245,,1284045,07/05/07,Joaquín,,Denton Bean,29866340-6,9-643-574-547,montes@Duis.co.uk,Martin Howard,34256086-5
2564,08/07/06,Local,Venta,Girona,103,,766320,24/04/07,Jesús,Luisa,Hermione Duncan,49028604-7,9-195-229-761,nunc.In@accumsan.net,Lael Le,44194003-3
2565,08/07/06,Local,Alquiler,Barcelona,155,,845370,13/04/07,Joaquín,,Tanek Gentry,47239289-1,9-381-835-270,egestas.Aliquam@Donec.org,Neville Morales,27274064-K
2566,09/07/06,Oficina,Venta,Barcelona,81,,654885,13/11/06,Pedro,Joaquín,Gil Ball,10655652-0,9-506-930-446,Proin.vel@tinciduntvehicularisus.org,Kamal Drake,31536349-7
2567,09/07/06,Suelo,Venta,Barcelona,157,,914839,21/10/06,Jesús,Luisa,Macon Dudley,39847910-6,9-284-348-546,senectus@sedsem.org,Richard Owens,47564894-3
2568,10/07/06,Casa,Alquiler,Lleida,83,556,503478,04/04/07,Joaquín,,Hu Ellison,39556818-3,9-191-363-941,Vivamus@nullaIntincidunt.net,Marcia Kinney,31893295-6
2569,10/07/06,Local,Alquiler,Girona,50,,390400,15/01/07,Carmen,Joaquín,Riley Santiago,35271788-6,9-907-615-604,eu@necmollis.net,Ifeoma Becker,50185464-6
2570,10/07/06,Parking,Venta,Barcelona,93,,512430,28/04/07,Carmen,Joaquín,Aquila Barker,21472391-3,9-480-584-681,Lorem.ipsum.dolor@anteblandit.co.uk,Audra Burris,39628101-5
2571,10/07/06,Suelo,Venta,Tarragona,191,,1127473,01/04/07,Luisa,,Paki Nichols,17758074-0,9-386-808-058,faucibus.Morbi@lorem.org,Nehru Swanson,33507733-4
2572,10/07/06,Industrial,Venta,Tarragona,169,,1154101,,,,Chase Duncan,25924784-5,9-719-157-243,lorem.Donec@vitaenibh.edu,,
2573,11/07/06,Industrial,Venta,Lleida,138,,668748,19/01/07,Carmen,Joaquín,Erin Whitfield,22307971-7,9-730-645-914,dapibus.gravida@eleifend.ca,Nelle Harrington,50210937-5
2574,11/07/06,Parking,Venta,Barcelona,256,,2470912,,,,Lev Ford,48591802-7,9-988-474-476,aliquet.diam@molestiearcu.com,,
2575,13/07/06,Oficina,Venta,Lleida,58,,409712,,,,Iona Shaffer,25019443-9,9-161-155-947,sit@sed.edu,,
2576,13/07/06,Suelo,Venta,Barcelona,167,,888941,19/04/07,Luisa,,Ruby Austin,36107761-K,9-838-204-807,Sed@atrisusNunc.edu,Alyssa Mullins,39807156-5
2577,13/07/06,Piso,Alquiler,Lleida,290,,2702220,16/03/07,Carmen,Joaquín,Gretchen Harris,15498321-K,9-595-132-957,Ut@nonantebibendum.com,Caryn Bentley,43665395-6
2578,14/07/06,Piso,Alquiler,Tarragona,139,,879870,21/02/07,Pedro,Joaquín,Lisandra Elliott,37193764-1,9-533-800-661,sed@maurissit.com,Piper Marks,38978426-5
2579,16/07/06,Parking,Alquiler,Girona,274,,2189534,17/11/06,Luisa,,Lavinia Leonard,40185976-4,9-973-708-694,Praesent@ami.co.uk,Wallace Barrett,9466679-1
2580,16/07/06,Industrial,Alquiler,Lleida,83,,375243,14/01/07,Pedro,Joaquín,Hayden Wheeler,39107315-5,9-352-317-379,nec.malesuada@tempusscelerisque.org,Rana Richard,12174777-4
2581,16/07/06,Oficina,Venta,Girona,130,,1061710,11/03/07,Pedro,Joaquín,Sawyer Galloway,17342961-4,9-244-930-220,neque.non@laoreetipsumCurabitur.ca,Madeline Gallagher,12251142-1
2582,16/07/06,Casa,Venta,Girona,101,493,889608,13/01/07,María,Luisa,Casey Carpenter,49821138-0,9-596-671-022,egestas.Aliquam@enimmi.co.uk,George Whitley,8148015-K
2583,17/07/06,Suelo,Alquiler,Barcelona,155,,950615,15/11/06,María,Luisa,Benedict Waters,48428491-1,9-404-904-661,Mauris@arcu.co.uk,Neve Boone,45265293-5
2584,17/07/06,Suelo,Alquiler,Barcelona,234,,1016964,18/03/07,Luisa,,Carlos Thompson,43412795-5,9-492-948-943,risus.Quisque.libero@purusNullamscelerisque.co.uk,Christian Oconnor,37694664-9
2585,17/07/06,Piso,Alquiler,Girona,244,,1315648,01/03/07,María,Luisa,Jolene Hodge,28330158-3,9-280-739-758,rhoncus@Inat.com,Vivian Bird,35361954-3
2586,18/07/06,Suelo,Alquiler,Lleida,252,,1889748,23/11/06,Luisa,,Kermit Craft,23350838-1,9-553-695-063,ornare@Nam.edu,Renee Parks,19319435-4
2587,18/07/06,Casa,Venta,Barcelona,229,11,1634373,19/12/06,Jesús,Luisa,Zahir Hyde,16814825-9,9-188-130-534,tortor.Integer@arcu.com,Hiroko Waters,47903780-9
2588,18/07/06,Industrial,Venta,Barcelona,193,,1559054,,,,Noah Hunter,11180295-5,9-374-321-525,dolor.Fusce@ornare.edu,,
2589,18/07/06,Industrial,Alquiler,Barcelona,132,,949344,,,,Troy Campos,48707401-2,9-924-137-047,aliquam.adipiscing.lacus@urnaVivamus.com,,
2590,19/07/06,Suelo,Alquiler,Lleida,273,,2682225,04/02/07,Pedro,Joaquín,Reed Valenzuela,25352070-1,9-676-302-698,libero@Cum.edu,Jin Madden,44956538-K
2591,19/07/06,Suelo,Venta,Tarragona,213,,1359579,24/02/07,Carmen,Joaquín,Jade Conrad,15563036-1,9-529-164-104,in@Nullam.ca,Hector Brown,23214049-6
2592,19/07/06,Parking,Venta,Girona,150,,1076250,05/11/06,Carmen,Joaquín,Susan Hawkins,24634426-4,9-691-672-190,Cras.dolor@etmagnisdis.org,Ebony Randolph,9696039-5
2593,19/07/06,Parking,Alquiler,Girona,147,,891849,,,,Camilla Finley,42197104-8,9-101-770-157,enim.Sed.nulla@massanonante.com,,
2594,20/07/06,Local,Venta,Lleida,265,,1632930,08/03/07,María,Luisa,Raja Colon,35054275-2,9-660-406-530,nec@sedfacilisis.org,Chester Wagner,12817242-4
2595,20/07/06,Oficina,Alquiler,Girona,170,,1039380,25/11/06,Joaquín,,Veronica Hampton,25772714-9,9-916-895-816,in.lobortis.tellus@magnisdis.edu,Kelly Floyd,5120727-0
2596,21/07/06,Oficina,Venta,Barcelona,258,,1700994,23/10/06,Jesús,Luisa,Gregory Floyd,18574484-1,9-698-341-918,interdum.Nunc.sollicitudin@metusAenean.com,Jakeem Watkins,31642860-6
2597,21/07/06,Suelo,Venta,Girona,68,,489600,17/03/07,Jesús,Luisa,Cleo Molina,17737177-7,9-355-137-869,ac.eleifend@Utnecurna.edu,Selma Berger,5186554-5
2598,21/07/06,Oficina,Alquiler,Barcelona,91,,659022,26/02/07,Pedro,Joaquín,Cathleen Brady,35903193-9,9-642-123-229,nisi.dictum.augue@rhoncusidmollis.co.uk,Amena Atkinson,39142110-2
2599,22/07/06,Casa,Venta,Lleida,259,575,1626779,01/05/07,Joaquín,,Erasmus Turner,19307813-3,9-621-682-208,sodales.Mauris@orciDonecnibh.org,Mikayla Hogan,34892415-K
2600,22/07/06,Parking,Venta,Barcelona,64,,485824,24/02/07,María,Luisa,Alma Vargas,30029269-0,9-254-449-387,ac@ametrisus.com,Dalton Shaw,14200827-0
2601,22/07/06,Parking,Venta,Girona,200,,1021000,20/11/06,Joaquín,,Dominique Morse,39901417-4,9-348-714-870,Integer.vitae.nibh@Donecconsectetuermauris.co.uk,Alexander Conner,38805378-K
2602,23/07/06,Oficina,Alquiler,Lleida,157,,1095860,21/04/07,Luisa,,Olga Bradford,15709623-0,9-877-780-226,varius.ultrices@luctus.com,Farrah Langley,38373367-7
2603,23/07/06,Parking,Venta,Girona,98,,497546,24/12/06,Luisa,,Carla Foley,19482348-7,9-954-109-603,ante.Maecenas@pedemalesuada.org,Imogene Velasquez,22593058-9
2604,24/07/06,Oficina,Venta,Barcelona,112,,670208,25/02/07,María,Luisa,Hadley Nixon,18307783-K,9-315-701-996,malesuada.Integer.id@ac.edu,Rahim Roberson,33266014-4
2605,24/07/06,Piso,Alquiler,Lleida,163,,1550456,03/02/07,Carmen,Joaquín,Phillip Chavez,12605568-4,9-352-447-170,libero.Donec@euenim.co.uk,Jameson Kaufman,17269636-8
2606,24/07/06,Piso,Alquiler,Tarragona,293,,1431891,,,,Dante Juarez,47024201-9,9-600-328-756,habitant.morbi@velitQuisque.ca,,
2607,25/07/06,Piso,Alquiler,Lleida,195,,1899690,18/11/06,Jesús,Luisa,Macy Randolph,26351043-7,9-818-481-579,eu.euismod@necanteMaecenas.ca,Walker Moreno,42861332-5
2608,25/07/06,Parking,Alquiler,Lleida,159,,931104,20/03/07,María,Luisa,Whilemina England,46062863-6,9-386-591-962,turpis@venenatisvelfaucibus.net,Olga Buckner,38230694-5
2609,26/07/06,Parking,Alquiler,Girona,123,,714999,,,,Jared Norton,41978773-6,9-727-706-909,congue@rutrumFusce.net,,
2610,27/07/06,Oficina,Venta,Barcelona,143,,1365936,13/03/07,María,Luisa,Ruth Mcgee,27506349-5,9-360-435-636,tortor.nibh@egetmassaSuspendisse.ca,Iola Hood,29576695-6
2611,27/07/06,Parking,Alquiler,Tarragona,177,,1064301,,,,Nayda Clemons,11075770-0,9-551-738-059,taciti.sociosqu@Morbi.co.uk,,
2612,27/07/06,Oficina,Venta,Girona,65,,598195,30/10/06,Joaquín,,Murphy Solis,39011797-3,9-576-352-925,sit@necmollis.com,Rahim Jacobs,16545852-4
2613,28/07/06,Casa,Venta,Barcelona,294,573,2618364,,,,Caleb Green,8974284-6,9-885-947-127,mollis.vitae@in.edu,,
2614,28/07/06,Parking,Venta,Tarragona,242,,1844282,,,,Roth Morin,19349451-K,9-394-488-627,Integer.urna.Vivamus@Fuscefermentumfermentum.co.uk,,
2615,28/07/06,Casa,Alquiler,Barcelona,239,971,2199995,04/03/07,Jesús,Luisa,Lila Becker,49896781-7,9-301-667-997,eu@acturpisegestas.co.uk,Irma Duran,39403185-2
2616,28/07/06,Parking,Alquiler,Lleida,282,,1170300,15/12/06,Jesús,Luisa,Scarlet Knight,47604666-1,9-411-116-747,interdum.enim@mollisvitae.com,Madaline Carey,28828258-7
